timestamp,room,temperature,humidity,pm25,user_air_purifier_on
2026-02-26 20:55:31.277959,living_room,28.7,59.5,21.9,0
2026-02-26 21:05:31.277959,living_room,29.8,60.4,0.0,0
2026-02-26 21:15:31.277959,living_room,30.2,63.6,13.8,0
2026-02-26 21:25:31.277959,living_room,30.2,59.5,32.0,0
2026-02-26 21:35:31.277959,living_room,28.6,60.7,24.7,0
2026-02-26 21:45:31.277959,living_room,29.7,57.9,23.5,0
2026-02-26 21:55:31.277959,living_room,28.7,59.3,16.8,0
2026-02-26 22:05:31.277959,living_room,29.0,58.6,0.0,0
2026-02-26 22:15:31.277959,living_room,30.9,59.8,32.8,0
2026-02-26 22:25:31.277959,living_room,29.4,59.9,14.9,0
2026-02-26 22:35:31.277959,living_room,29.9,59.6,10.2,0
2026-02-26 22:45:31.277959,living_room,29.6,59.0,3.0,0
2026-02-26 22:55:31.277959,living_room,30.4,56.4,18.4,0
2026-02-26 23:05:31.277959,living_room,30.2,58.4,38.5,0
2026-02-26 23:15:31.277959,living_room,30.3,57.5,15.1,0
2026-02-26 23:25:31.277959,living_room,30.1,59.7,7.4,0
2026-02-26 23:35:31.277959,living_room,29.7,56.3,6.2,0
2026-02-26 23:45:31.277959,living_room,29.6,58.2,28.5,0
2026-02-26 23:55:31.277959,living_room,29.3,57.1,14.8,0
2026-02-27 00:05:31.277959,living_room,28.8,54.2,22.7,0
2026-02-27 00:15:31.277959,living_room,30.7,56.3,17.7,0
2026-02-27 00:25:31.277959,living_room,30.0,58.7,21.7,0
2026-02-27 00:35:31.277959,living_room,30.3,54.6,24.9,0
2026-02-27 00:45:31.277959,living_room,29.4,53.8,18.3,0
2026-02-27 00:55:31.277959,living_room,30.2,52.7,7.6,0
2026-02-27 01:05:31.277959,living_room,30.9,54.5,20.1,0
2026-02-27 01:15:31.277959,living_room,29.2,53.4,31.4,0
2026-02-27 01:25:31.277959,living_room,30.0,53.7,14.5,0
2026-02-27 01:35:31.277959,living_room,29.5,53.0,32.4,0
2026-02-27 01:45:31.277959,living_room,30.1,52.9,6.4,0
2026-02-27 01:55:31.277959,living_room,29.2,53.4,94.1,1
2026-02-27 02:05:31.277959,living_room,30.8,52.0,15.5,0
2026-02-27 02:15:31.277959,living_room,30.1,53.7,17.1,0
2026-02-27 02:25:31.277959,living_room,29.3,50.4,6.5,0
2026-02-27 02:35:31.277959,living_room,29.6,54.3,10.0,0
2026-02-27 02:45:31.277959,living_room,29.5,49.7,19.8,0
2026-02-27 02:55:31.277959,living_room,29.5,51.5,28.8,0
2026-02-27 03:05:31.277959,living_room,29.6,52.2,21.8,0
2026-02-27 03:15:31.277959,living_room,28.8,50.4,34.2,0
2026-02-27 03:25:31.277959,living_room,29.2,48.6,9.4,0
2026-02-27 03:35:31.277959,living_room,28.8,51.1,20.3,0
2026-02-27 03:45:31.277959,living_room,29.6,48.4,34.0,0
2026-02-27 03:55:31.277959,living_room,29.6,49.6,26.8,0
2026-02-27 04:05:31.277959,living_room,28.5,45.9,22.4,0
2026-02-27 04:15:31.277959,living_room,29.2,50.4,25.5,0
2026-02-27 04:25:31.277959,living_room,30.0,48.5,23.4,0
2026-02-27 04:35:31.277959,living_room,30.1,53.0,24.9,0
2026-02-27 04:45:31.277959,living_room,29.2,49.9,34.6,0
2026-02-27 04:55:31.277959,living_room,29.0,49.8,30.0,0
2026-02-27 05:05:31.277959,living_room,29.0,44.4,94.4,1
2026-02-27 05:15:31.277959,living_room,28.7,45.8,24.0,0
2026-02-27 05:25:31.277959,living_room,28.5,47.3,20.3,0
2026-02-27 05:35:31.277959,living_room,29.5,45.3,24.8,0
2026-02-27 05:45:31.277959,living_room,29.2,49.3,27.9,0
2026-02-27 05:55:31.277959,living_room,29.0,50.5,2.1,0
2026-02-27 06:05:31.277959,living_room,28.6,47.3,12.6,0
2026-02-27 06:15:31.277959,living_room,29.1,45.6,21.4,0
2026-02-27 06:25:31.277959,living_room,28.5,41.9,23.7,0
2026-02-27 06:35:31.277959,living_room,27.6,45.0,27.2,0
2026-02-27 06:45:31.277959,living_room,29.0,47.8,20.3,0
2026-02-27 06:55:31.277959,living_room,28.9,46.2,0.0,0
2026-02-27 07:05:31.277959,living_room,28.1,44.1,23.4,0
2026-02-27 07:15:31.277959,living_room,28.6,43.3,22.9,0
2026-02-27 07:25:31.277959,living_room,28.3,44.3,11.5,0
2026-02-27 07:35:31.277959,living_room,27.6,43.1,18.9,0
2026-02-27 07:45:31.277959,living_room,28.1,43.1,16.2,0
2026-02-27 07:55:31.277959,living_room,28.1,40.7,94.5,1
2026-02-27 08:05:31.277959,living_room,28.1,44.0,33.9,0
2026-02-27 08:15:31.277959,living_room,27.7,42.5,15.9,0
2026-02-27 08:25:31.277959,living_room,27.6,41.3,20.3,0
2026-02-27 08:35:31.277959,living_room,27.9,39.5,20.7,0
2026-02-27 08:45:31.277959,living_room,27.0,42.2,3.9,0
2026-02-27 08:55:31.277959,living_room,26.7,37.4,28.4,0
2026-02-27 09:05:31.277959,living_room,27.1,37.6,15.3,0
2026-02-27 09:15:31.277959,living_room,27.4,38.7,5.0,0
2026-02-27 09:25:31.277959,living_room,27.4,42.3,18.0,0
2026-02-27 09:35:31.277959,living_room,26.6,41.9,25.3,0
2026-02-27 09:45:31.277959,living_room,26.5,42.9,22.4,0
2026-02-27 09:55:31.277959,living_room,26.3,38.4,11.3,0
2026-02-27 10:05:31.277959,living_room,27.4,42.2,27.2,0
2026-02-27 10:15:31.277959,living_room,26.9,37.8,15.3,0
2026-02-27 10:25:31.277959,living_room,26.8,41.8,6.0,0
2026-02-27 10:35:31.277959,living_room,26.6,39.6,27.2,0
2026-02-27 10:45:31.277959,living_room,26.4,36.6,25.0,0
2026-02-27 10:55:31.277959,living_room,26.7,43.0,18.1,0
2026-02-27 11:05:31.277959,living_room,25.8,41.7,5.2,0
2026-02-27 11:15:31.277959,living_room,26.2,39.0,36.2,0
2026-02-27 11:25:31.277959,living_room,25.6,40.5,23.4,0
2026-02-27 11:35:31.277959,living_room,24.4,39.2,35.5,0
2026-02-27 11:45:31.277959,living_room,25.5,39.5,13.3,0
2026-02-27 11:55:31.277959,living_room,25.4,39.9,32.3,0
2026-02-27 12:05:31.277959,living_room,25.4,38.3,13.6,0
2026-02-27 12:15:31.277959,living_room,25.1,44.2,31.2,0
2026-02-27 12:25:31.277959,living_room,25.2,38.5,22.3,0
2026-02-27 12:35:31.277959,living_room,25.8,38.6,11.0,0
2026-02-27 12:45:31.277959,living_room,25.1,41.9,18.3,0
2026-02-27 12:55:31.277959,living_room,24.8,37.4,25.9,0
2026-02-27 13:05:31.277959,living_room,24.8,36.2,7.9,0
2026-02-27 13:15:31.277959,living_room,24.4,40.0,19.0,0
2026-02-27 13:25:31.277959,living_room,24.2,37.0,25.8,0
2026-02-27 13:35:31.277959,living_room,24.0,37.7,9.4,0
2026-02-27 13:45:31.277959,living_room,24.3,42.2,29.2,0
2026-02-27 13:55:31.277959,living_room,24.7,34.5,10.6,0
2026-02-27 14:05:31.277959,living_room,24.7,41.3,12.2,0
2026-02-27 14:15:31.277959,living_room,23.5,42.8,8.3,0
2026-02-27 14:25:31.277959,living_room,24.8,41.4,8.5,0
2026-02-27 14:35:31.277959,living_room,23.9,40.8,12.0,0
2026-02-27 14:45:31.277959,living_room,23.9,39.5,16.7,0
2026-02-27 14:55:31.277959,living_room,23.3,36.9,2.0,0
2026-02-27 15:05:31.277959,living_room,23.4,40.3,13.9,0
2026-02-27 15:15:31.277959,living_room,22.9,38.6,13.1,0
2026-02-27 15:25:31.277959,living_room,22.9,39.6,24.1,0
2026-02-27 15:35:31.277959,living_room,23.6,43.9,6.6,0
2026-02-27 15:45:31.277959,living_room,23.0,40.0,31.6,0
2026-02-27 15:55:31.277959,living_room,23.1,43.9,4.2,0
2026-02-27 16:05:31.277959,living_room,23.1,42.2,7.5,0
2026-02-27 16:15:31.277959,living_room,23.4,41.7,31.7,0
2026-02-27 16:25:31.277959,living_room,22.7,40.5,27.7,0
2026-02-27 16:35:31.277959,living_room,21.8,42.2,24.0,0
2026-02-27 16:45:31.277959,living_room,22.7,42.8,38.2,0
2026-02-27 16:55:31.277959,living_room,22.4,42.2,20.4,0
2026-02-27 17:05:31.277959,living_room,21.9,42.0,23.8,0
2026-02-27 17:15:31.277959,living_room,22.3,41.4,5.6,0
2026-02-27 17:25:31.277959,living_room,21.0,43.2,103.0,1
2026-02-27 17:35:31.277959,living_room,21.6,45.2,1.6,0
2026-02-27 17:45:31.277959,living_room,22.4,45.4,13.9,0
2026-02-27 17:55:31.277959,living_room,21.9,41.7,16.2,0
2026-02-27 18:05:31.277959,living_room,21.7,40.5,22.9,0
2026-02-27 18:15:31.277959,living_room,22.1,44.9,2.8,1
2026-02-27 18:25:31.277959,living_room,21.6,42.7,17.9,1
2026-02-27 18:35:31.277959,living_room,20.8,40.9,23.4,0
2026-02-27 18:45:31.277959,living_room,22.0,45.8,31.4,0
2026-02-27 18:55:31.277959,living_room,21.1,46.5,6.7,0
2026-02-27 19:05:31.277959,living_room,21.4,44.2,97.0,1
2026-02-27 19:15:31.277959,living_room,21.3,47.3,32.3,1
2026-02-27 19:25:31.277959,living_room,20.5,46.4,36.0,0
2026-02-27 19:35:31.277959,living_room,21.0,44.4,26.1,0
2026-02-27 19:45:31.277959,living_room,20.3,44.0,34.4,0
2026-02-27 19:55:31.277959,living_room,21.0,47.5,19.3,0
2026-02-27 20:05:31.277959,living_room,21.2,43.3,10.8,0
2026-02-27 20:15:31.277959,living_room,21.7,48.0,14.6,0
2026-02-27 20:25:31.277959,living_room,21.2,53.5,33.2,0
2026-02-27 20:35:31.277959,living_room,20.2,51.5,3.2,0
2026-02-27 20:45:31.277959,living_room,20.4,46.8,17.6,0
2026-02-27 20:55:31.277959,living_room,19.6,47.6,15.6,0
2026-02-27 21:05:31.277959,living_room,20.9,44.8,24.6,0
2026-02-27 21:15:31.277959,living_room,19.6,52.3,18.9,0
2026-02-27 21:25:31.277959,living_room,20.2,46.9,17.5,0
2026-02-27 21:35:31.277959,living_room,20.5,51.8,18.5,0
2026-02-27 21:45:31.277959,living_room,20.6,51.6,4.8,0
2026-02-27 21:55:31.277959,living_room,20.3,48.1,39.0,0
2026-02-27 22:05:31.277959,living_room,20.4,49.5,24.8,0
2026-02-27 22:15:31.277959,living_room,19.9,47.9,29.9,0
2026-02-27 22:25:31.277959,living_room,19.2,50.8,22.3,0
2026-02-27 22:35:31.277959,living_room,20.9,52.3,17.3,0
2026-02-27 22:45:31.277959,living_room,20.7,49.0,14.7,0
2026-02-27 22:55:31.277959,living_room,20.7,51.0,20.4,0
2026-02-27 23:05:31.277959,living_room,20.2,51.1,20.6,0
2026-02-27 23:15:31.277959,living_room,19.9,54.6,31.8,0
2026-02-27 23:25:31.277959,living_room,20.2,52.1,10.6,0
2026-02-27 23:35:31.277959,living_room,19.7,51.5,16.4,0
2026-02-27 23:45:31.277959,living_room,19.5,53.3,27.1,0
2026-02-27 23:55:31.277959,living_room,19.7,50.8,20.3,0
2026-02-28 00:05:31.277959,living_room,19.9,56.6,2.4,0
2026-02-28 00:15:31.277959,living_room,18.9,53.1,17.0,0
2026-02-28 00:25:31.277959,living_room,20.4,53.0,21.8,0
2026-02-28 00:35:31.277959,living_room,20.2,57.8,30.0,0
2026-02-28 00:45:31.277959,living_room,21.4,54.7,0.0,0
2026-02-28 00:55:31.277959,living_room,20.8,55.2,22.2,0
2026-02-28 01:05:31.277959,living_room,19.6,56.9,12.1,0
2026-02-28 01:15:31.277959,living_room,19.4,58.3,6.0,0
2026-02-28 01:25:31.277959,living_room,19.5,53.1,15.1,0
2026-02-28 01:35:31.277959,living_room,20.2,56.8,42.6,0
2026-02-28 01:45:31.277959,living_room,20.4,60.9,19.3,0
2026-02-28 01:55:31.277959,living_room,20.7,57.3,24.9,0
2026-02-28 02:05:31.277959,living_room,20.4,61.7,6.6,0
2026-02-28 02:15:31.277959,living_room,19.3,59.0,20.2,0
2026-02-28 02:25:31.277959,living_room,20.4,58.2,12.2,0
2026-02-28 02:35:31.277959,living_room,20.1,58.7,145.3,1
2026-02-28 02:45:31.277959,living_room,20.3,56.2,17.5,0
2026-02-28 02:55:31.277959,living_room,20.9,59.3,34.6,0
2026-02-28 03:05:31.277959,living_room,19.5,62.2,10.8,0
2026-02-28 03:15:31.277959,living_room,20.2,60.1,113.9,1
2026-02-28 03:25:31.277959,living_room,20.4,59.2,18.6,0
2026-02-28 03:35:31.277959,living_room,19.5,62.2,15.6,0
2026-02-28 03:45:31.277959,living_room,20.3,61.0,6.6,0
2026-02-28 03:55:31.277959,living_room,19.9,61.1,16.2,0
2026-02-28 04:05:31.277959,living_room,20.6,58.7,24.6,0
2026-02-28 04:15:31.277959,living_room,20.8,61.0,21.1,0
2026-02-28 04:25:31.277959,living_room,21.4,59.2,13.3,0
2026-02-28 04:35:31.277959,living_room,20.9,63.1,4.4,0
2026-02-28 04:45:31.277959,living_room,20.7,63.0,102.4,1
2026-02-28 04:55:31.277959,living_room,21.2,65.5,0.0,0
2026-02-28 05:05:31.277959,living_room,20.3,61.6,17.4,0
2026-02-28 05:15:31.277959,living_room,20.9,61.8,28.0,0
2026-02-28 05:25:31.277959,living_room,20.6,63.5,17.5,0
2026-02-28 05:35:31.277959,living_room,20.4,64.3,14.0,0
2026-02-28 05:45:31.277959,living_room,20.6,63.3,8.2,0
2026-02-28 05:55:31.277959,living_room,22.2,68.6,0.0,0
2026-02-28 06:05:31.277959,living_room,21.6,68.1,18.8,0
2026-02-28 06:15:31.277959,living_room,21.2,63.8,10.9,0
2026-02-28 06:25:31.277959,living_room,20.2,65.6,24.4,0
2026-02-28 06:35:31.277959,living_room,22.0,62.8,33.1,0
2026-02-28 06:45:31.277959,living_room,21.5,64.8,41.3,0
2026-02-28 06:55:31.277959,living_room,22.1,62.8,24.3,0
2026-02-28 07:05:31.277959,living_room,21.7,66.1,26.7,0
2026-02-28 07:15:31.277959,living_room,21.7,66.7,30.6,0
2026-02-28 07:25:31.277959,living_room,22.3,65.9,22.0,0
2026-02-28 07:35:31.277959,living_room,22.4,63.1,16.6,0
2026-02-28 07:45:31.277959,living_room,21.4,69.0,9.5,0
2026-02-28 07:55:31.277959,living_room,22.2,69.8,29.8,0
2026-02-28 08:05:31.277959,living_room,22.4,67.2,36.3,0
2026-02-28 08:15:31.277959,living_room,22.4,71.2,28.3,0
2026-02-28 08:25:31.277959,living_room,22.5,67.2,0.0,0
2026-02-28 08:35:31.277959,living_room,23.1,66.9,37.2,0
2026-02-28 08:45:31.277959,living_room,22.4,68.4,11.6,0
2026-02-28 08:55:31.277959,living_room,22.0,69.6,5.4,0
2026-02-28 09:05:31.277959,living_room,23.2,71.5,18.9,0
2026-02-28 09:15:31.277959,living_room,22.6,70.0,7.3,0
2026-02-28 09:25:31.277959,living_room,23.3,67.3,30.2,0
2026-02-28 09:35:31.277959,living_room,22.7,65.1,26.2,0
2026-02-28 09:45:31.277959,living_room,23.5,70.9,34.2,0
2026-02-28 09:55:31.277959,living_room,24.3,69.2,11.6,0
2026-02-28 10:05:31.277959,living_room,23.2,66.5,24.3,0
2026-02-28 10:15:31.277959,living_room,23.3,70.0,6.0,0
2026-02-28 10:25:31.277959,living_room,23.7,69.4,16.9,0
2026-02-28 10:35:31.277959,living_room,24.4,70.1,31.9,0
2026-02-28 10:45:31.277959,living_room,23.9,71.0,12.5,0
2026-02-28 10:55:31.277959,living_room,23.7,70.7,30.1,0
2026-02-28 11:05:31.277959,living_room,24.2,70.7,15.9,0
2026-02-28 11:15:31.277959,living_room,24.1,69.7,18.9,0
2026-02-28 11:25:31.277959,living_room,24.2,69.8,22.6,0
2026-02-28 11:35:31.277959,living_room,24.4,70.4,29.5,0
2026-02-28 11:45:31.277959,living_room,24.8,68.7,29.2,0
2026-02-28 11:55:31.277959,living_room,24.4,71.4,4.5,0
2026-02-28 12:05:31.277959,living_room,23.9,73.6,10.1,0
2026-02-28 12:15:31.277959,living_room,24.6,74.1,29.6,0
2026-02-28 12:25:31.277959,living_room,24.7,69.4,15.5,0
2026-02-28 12:35:31.277959,living_room,24.3,70.8,14.7,0
2026-02-28 12:45:31.277959,living_room,24.8,73.3,16.9,0
2026-02-28 12:55:31.277959,living_room,25.4,68.3,14.7,0
2026-02-28 13:05:31.277959,living_room,25.6,73.1,22.7,0
2026-02-28 13:15:31.277959,living_room,24.9,70.7,16.4,0
2026-02-28 13:25:31.277959,living_room,26.4,67.4,30.3,0
2026-02-28 13:35:31.277959,living_room,26.2,67.7,5.0,0
2026-02-28 13:45:31.277959,living_room,25.9,69.1,8.9,0
2026-02-28 13:55:31.277959,living_room,26.7,70.6,16.4,0
2026-02-28 14:05:31.277959,living_room,26.2,73.0,32.0,0
2026-02-28 14:15:31.277959,living_room,26.0,67.7,20.5,0
2026-02-28 14:25:31.277959,living_room,25.4,73.9,8.3,0
2026-02-28 14:35:31.277959,living_room,25.6,70.3,29.5,0
2026-02-28 14:45:31.277959,living_room,26.9,68.8,17.0,0
2026-02-28 14:55:31.277959,living_room,26.5,69.2,24.0,0
2026-02-28 15:05:31.277959,living_room,26.5,67.9,17.0,0
2026-02-28 15:15:31.277959,living_room,26.7,67.8,1.8,0
2026-02-28 15:25:31.277959,living_room,26.9,71.4,30.7,0
2026-02-28 15:35:31.277959,living_room,26.4,67.4,25.3,0
2026-02-28 15:45:31.277959,living_room,27.3,70.1,7.1,0
2026-02-28 15:55:31.277959,living_room,27.1,68.1,31.7,0
2026-02-28 16:05:31.277959,living_room,26.6,69.7,20.7,0
2026-02-28 16:15:31.277959,living_room,27.1,66.3,8.9,0
2026-02-28 16:25:31.277959,living_room,27.5,69.0,11.8,0
2026-02-28 16:35:31.277959,living_room,26.9,66.9,84.9,1
2026-02-28 16:45:31.277959,living_room,26.9,68.7,13.5,0
2026-02-28 16:55:31.277959,living_room,27.4,68.9,25.9,0
2026-02-28 17:05:31.277959,living_room,27.5,64.8,6.8,0
2026-02-28 17:15:31.277959,living_room,27.8,66.8,14.3,0
2026-02-28 17:25:31.277959,living_room,28.2,66.1,116.1,1
2026-02-28 17:35:31.277959,living_room,28.9,67.3,25.2,0
2026-02-28 17:45:31.277959,living_room,28.7,64.0,22.5,0
2026-02-28 17:55:31.277959,living_room,28.5,65.8,10.9,0
2026-02-28 18:05:31.277959,living_room,29.0,65.6,15.7,1
2026-02-28 18:15:31.277959,living_room,29.4,66.1,8.1,1
2026-02-28 18:25:31.277959,living_room,28.0,67.3,8.3,0
2026-02-28 18:35:31.277959,living_room,27.6,64.8,94.9,1
2026-02-28 18:45:31.277959,living_room,29.0,64.6,28.6,0
2026-02-28 18:55:31.277959,living_room,27.9,63.9,17.0,0
2026-02-28 19:05:31.277959,living_room,28.1,64.3,34.7,0
2026-02-28 19:15:31.277959,living_room,28.4,62.8,32.5,1
2026-02-28 19:25:31.277959,living_room,28.3,66.8,14.0,0
2026-02-28 19:35:31.277959,living_room,29.2,66.0,4.2,0
2026-02-28 19:45:31.277959,living_room,27.8,64.6,15.8,0
2026-02-28 19:55:31.277959,living_room,29.6,61.4,4.7,0
2026-02-28 20:05:31.277959,living_room,29.5,60.2,14.3,0
2026-02-28 20:15:31.277959,living_room,29.4,61.8,23.3,0
2026-02-28 20:25:31.277959,living_room,28.4,61.5,6.0,0
2026-02-28 20:35:31.277959,living_room,29.4,62.5,105.5,1
2026-02-28 20:45:31.277959,living_room,29.1,63.8,19.8,0
2026-02-28 20:55:31.277959,living_room,29.0,62.4,34.1,0
2026-02-28 21:05:31.277959,living_room,29.0,61.5,5.8,0
2026-02-28 21:15:31.277959,living_room,30.2,65.5,15.5,0
2026-02-28 21:25:31.277959,living_room,29.3,60.7,10.3,0
2026-02-28 21:35:31.277959,living_room,29.3,58.6,2.6,0
2026-02-28 21:45:31.277959,living_room,29.4,62.7,19.8,0
2026-02-28 21:55:31.277959,living_room,29.9,61.8,24.3,0
2026-02-28 22:05:31.277959,living_room,30.4,63.6,8.5,0
2026-02-28 22:15:31.277959,living_room,29.0,61.0,36.2,0
2026-02-28 22:25:31.277959,living_room,30.0,62.3,20.6,0
2026-02-28 22:35:31.277959,living_room,29.8,57.4,13.4,0
2026-02-28 22:45:31.277959,living_room,29.7,58.2,20.3,0
2026-02-28 22:55:31.277959,living_room,30.0,57.4,15.0,0
2026-02-28 23:05:31.277959,living_room,29.9,58.1,24.0,0
2026-02-28 23:15:31.277959,living_room,29.7,56.1,37.4,0
2026-02-28 23:25:31.277959,living_room,29.9,54.0,3.2,0
2026-02-28 23:35:31.277959,living_room,29.8,58.5,0.0,0
2026-02-28 23:45:31.277959,living_room,29.7,55.3,33.9,0
2026-02-28 23:55:31.277959,living_room,30.3,58.6,25.1,0
2026-03-01 00:05:31.277959,living_room,30.0,52.9,31.4,0
2026-03-01 00:15:31.277959,living_room,30.5,59.2,11.8,0
2026-03-01 00:25:31.277959,living_room,30.8,56.7,16.3,0
2026-03-01 00:35:31.277959,living_room,29.1,59.8,35.0,0
2026-03-01 00:45:31.277959,living_room,30.0,55.0,46.3,0
2026-03-01 00:55:31.277959,living_room,29.4,54.4,16.7,0
2026-03-01 01:05:31.277959,living_room,31.6,55.5,8.7,0
2026-03-01 01:15:31.277959,living_room,29.5,54.8,106.0,1
2026-03-01 01:25:31.277959,living_room,29.8,56.3,32.1,0
2026-03-01 01:35:31.277959,living_room,30.1,50.5,20.5,0
2026-03-01 01:45:31.277959,living_room,29.7,54.8,25.6,0
2026-03-01 01:55:31.277959,living_room,29.6,52.2,29.5,0
2026-03-01 02:05:31.277959,living_room,30.2,56.9,27.5,0
2026-03-01 02:15:31.277959,living_room,30.0,54.4,10.1,0
2026-03-01 02:25:31.277959,living_room,29.0,55.0,0.0,0
2026-03-01 02:35:31.277959,living_room,30.2,53.1,12.2,0
2026-03-01 02:45:31.277959,living_room,30.1,53.2,29.4,0
2026-03-01 02:55:31.277959,living_room,29.4,53.3,14.2,0
2026-03-01 03:05:31.277959,living_room,29.6,51.2,16.4,0
2026-03-01 03:15:31.277959,living_room,29.1,53.4,25.6,0
2026-03-01 03:25:31.277959,living_room,30.0,50.3,15.1,0
2026-03-01 03:35:31.277959,living_room,29.6,50.7,17.1,0
2026-03-01 03:45:31.277959,living_room,29.3,47.6,11.6,0
2026-03-01 03:55:31.277959,living_room,29.6,51.6,23.2,0
2026-03-01 04:05:31.277959,living_room,30.3,48.9,5.3,0
2026-03-01 04:15:31.277959,living_room,28.7,45.4,16.9,0
2026-03-01 04:25:31.277959,living_room,30.0,45.9,12.8,0
2026-03-01 04:35:31.277959,living_room,29.0,48.6,0.0,0
2026-03-01 04:45:31.277959,living_room,28.4,46.3,7.5,0
2026-03-01 04:55:31.277959,living_room,28.4,48.7,15.9,0
2026-03-01 05:05:31.277959,living_room,29.3,44.4,13.2,0
2026-03-01 05:15:31.277959,living_room,29.5,46.8,27.4,0
2026-03-01 05:25:31.277959,living_room,28.7,47.8,30.8,0
2026-03-01 05:35:31.277959,living_room,28.8,44.1,7.4,0
2026-03-01 05:45:31.277959,living_room,28.9,46.2,28.8,0
2026-03-01 05:55:31.277959,living_room,29.7,46.5,25.8,0
2026-03-01 06:05:31.277959,living_room,28.3,49.7,31.7,0
2026-03-01 06:15:31.277959,living_room,28.2,40.7,20.8,0
2026-03-01 06:25:31.277959,living_room,28.9,44.6,31.6,0
2026-03-01 06:35:31.277959,living_room,29.1,44.0,18.5,0
2026-03-01 06:45:31.277959,living_room,28.6,44.2,21.8,0
2026-03-01 06:55:31.277959,living_room,28.1,43.6,28.3,0
2026-03-01 07:05:31.277959,living_room,28.4,43.5,27.2,0
2026-03-01 07:15:31.277959,living_room,27.9,44.6,19.6,0
2026-03-01 07:25:31.277959,living_room,28.2,45.9,26.5,0
2026-03-01 07:35:31.277959,living_room,28.0,40.0,17.8,0
2026-03-01 07:45:31.277959,living_room,28.4,41.6,21.0,0
2026-03-01 07:55:31.277959,living_room,28.4,39.2,23.5,0
2026-03-01 08:05:31.277959,living_room,27.8,40.6,26.3,0
2026-03-01 08:15:31.277959,living_room,27.0,39.6,7.9,0
2026-03-01 08:25:31.277959,living_room,26.7,41.7,20.9,0
2026-03-01 08:35:31.277959,living_room,27.3,41.6,14.9,0
2026-03-01 08:45:31.277959,living_room,26.6,41.7,17.7,0
